X,Y,OBJECTID,ASSETID,TREEID,ASSETCODE,OWNER,INSTYR,INSTYRCONF,MAT,MATCONF,LOCGEN,HRMINTRST,WIRES,SP_SCIEN,SP_COMM,DBH,SIZE2UNIT,SIZE2CONF,ASSETSTAT,INSTDATE,LOCATION,MAINTBY,FCODE,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.5950829609999,44.6396620130001,9563009,TRE132030,TRE132030,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,PRESTON ST FROM PAYZANT AVE TO WATT ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.607094275,44.6552437390001,9563010,TRE135120,TRE135120,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,9,MM,2,INS,,CORK ST FROM WINDSOR ST TO DUBLIN ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5968270669999,44.6399091390001,9563011,TRE131978,TRE131978,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,5,MM,2,INS,,JENNINGS ST FROM LARCH ST TO OXFORD ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5900537269999,44.635297042,9563012,TRE132737,TRE132737,TRE,HRM,,,WOOD,1,ROW,Y,Y,SOTH,SOTH,1,MM,2,INS,,SOUTH ST FROM LEMARCHANT ST TO STUDLEY AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5943327059999,44.6390550780001,9563013,TRE132056,TRE132056,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,3,MM,2,INS,,PAYZANT AVE FROM CHESTNUT ST TO PRESTON ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5895292229999,44.647340209,9563014,TRE132332,TRE132332,TRE,HRM,,,WOOD,1,OSP,Y,N,ULAM,ULAM,4,MM,2,INS,,HALIFAX CENTRAL COMMON,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.59465123,44.641259517,9563015,TRE132168,TRE132168,TRE,HRM,,,WOOD,1,ROW,Y,Y,PLAC,PLAC,2,MM,2,INS,,CHESTNUT ST FROM WATT ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.583787124,44.6421988750001,9563016,TRE132481,TRE132481,TRE,HRM,,,WOOD,1,ROW,Y,N,QURO,QURO,2,MM,2,INS,,SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5882854,44.6484359070001,9563017,TRE132278,TRE132278,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,6,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.606096367,44.655772696,9563018,TRE135113,TRE135113,TRE,HRM,,,WOOD,1,ROW,Y,N,UNO,UNO,2,MM,2,INS,,CORK ST FROM WINDSOR ST TO DUBLIN ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.583933717,44.642472087,9563019,TRE132490,TRE132490,TRE,HRM,,,WOOD,1,ROW,Y,N,ZE,ZE,2,MM,2,INS,,SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586456122,44.6492934020001,9563020,TRE132291,TRE132291,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,5,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.58711049,44.640055364,9563021,TRE132570,TRE132570,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,1,MM,2,INS,,COBURG RD FROM EDWARD ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.595652201,44.6381375130001,9563022,TRE131995,TRE131995,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,4,MM,2,INS,,LARCH ST FROM COBURG RD TO PAYZANT AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5856989279999,44.645954782,9563023,TRE132411,TRE132411,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,5,MM,2,INS,,SUMMER ST FROM VETERANS MEMORIAL LANE TO SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.593970599,44.639254233,9563024,TRE132198,TRE132198,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,PAYZANT AVE FROM CHESTNUT ST TO PRESTON ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5858024619999,44.6384101800001,9563025,TRE132594,TRE132594,TRE,HRM,,,WOOD,1,ROW,Y,N,ACRU,ACRU,1,MM,2,INS,,ROBIE ST FROM COLLEGE ST TO UNIVERSITY AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.594318733,44.6403486770001,9563026,TRE132187,TRE132187,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,1,MM,2,INS,,CHESTNUT ST FROM WATT ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.583602098,44.6418448330001,9563027,TRE132472,TRE132472,TRE,HRM,,,WOOD,1,ROW,Y,N,QURO,QURO,3,MM,2,INS,,SUMMER ST AT SPRING GARDEN RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.59677405,44.640309642,9563028,TRE131962,TRE131962,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,5,MM,2,INS,,LARCH ST FROM JENNINGS ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5864164819999,44.628959023,9563029,TRE132793,TRE132793,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,3,MM,2,INS,,MARLBOROUGH WDS FROM WINWICK RD TO MARLBOROUGH WDS,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.6059970059999,44.6518093600001,9563030,TRE134891,TRE134891,TRE,HRM,,,WOOD,1,ROW,Y,N,ACFR,ACFR,2,MM,2,INS,,ALMON ST FROM DUBLIN ST TO OXFORD ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586191592,44.6391537960001,9563031,TRE132602,TRE132602,TRE,HRM,,,WOOD,1,ROW,Y,N,FASY,FASY,2,MM,2,INS,,ROBIE ST FROM UNIVERSITY AVE TO COLLEGE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5940737509999,44.6401896150001,9563032,TRE132158,TRE132158,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,CHESTNUT ST FROM WATT ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586511045,44.6494007320001,9563033,TRE132230,TRE132230,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,1,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586206276,44.628902055,9563034,TRE132796,TRE132796,TRE,HRM,,,WOOD,1,ROW,Y,N,QURU,QURU,4,MM,2,INS,,MARLBOROUGH WDS FROM WINWICK RD TO MARLBOROUGH WDS,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.6082561979999,44.6575861760001,9563035,TRE135630,TRE135630,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,2,MM,2,INS,,WINDSOR ST AT HAWK TERR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586472725,44.644150004,9563036,TRE132512,TRE132512,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,5,MM,2,INS,,VETERANS MEMORIAL LANE FROM VETERANS MEMORIAL LANE TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5957402069999,44.638585607,9563037,TRE132003,TRE132003,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,4,MM,2,INS,,LARCH ST FROM COBURG RD TO PAYZANT AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.595064747,44.638826716,9563038,TRE132047,TRE132047,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,LILAC ST FROM COBURG RD TO PAYZANT AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.588632778,44.643884013,9563039,TRE132840,TRE132840,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,2,MM,2,INS,,ROBIE ST FROM JUBILEE RD TO CEDAR ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5900644979999,44.637261214,9563040,TRE132649,TRE132649,TRE,HRM,,,WOOD,1,ROW,Y,Y,FR,FR,1,MM,2,INS,,LEMARCHANT ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.583869168,44.642352331,9563041,TRE132488,TRE132488,TRE,HRM,,,WOOD,1,ROW,Y,N,QURO,QURO,2,MM,2,INS,,SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.608105221,44.654356632,9563042,TRE135144,TRE135144,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,6,MM,2,INS,,CORK ST FROM DUBLIN ST TO OXFORD ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586938307,44.6381188990001,9563043,TRE132536,TRE132536,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,2,MM,2,INS,,EDWARD ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.59486362,44.641656858,9563044,TRE132171,TRE132171,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,1,MM,2,INS,,CHESTNUT ST FROM WATT ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5944518759999,44.640597991,9563045,TRE132185,TRE132185,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,2,MM,2,INS,,CHESTNUT ST FROM WATT ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586048706,44.6288318650001,9563046,TRE132804,TRE132804,TRE,HRM,,,WOOD,1,ROW,Y,Y,PINRES,PINRES,3,MM,2,INS,,MARLBOROUGH WDS FROM MARLBOROUGH WDS TO WINWICK RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.60567176,44.6522063310001,9563047,TRE134896,TRE134896,TRE,HRM,,,WOOD,1,ROW,Y,N,UNO,UNO,3,MM,2,OUT,,ALMON ST FROM DUBLIN ST TO OXFORD ST,HRM,LCST,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.589849785,44.6474543530001,9563048,TRE132265,TRE132265,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,4,MM,2,INS,,COGSWELL ST FROM ROBIE ST TO NORTH PARK ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5899192209999,44.6466104400001,9563049,TRE132810,TRE132810,TRE,HRM,,,WOOD,1,ROW,Y,N,BLAOAK,BLAOAK,2,MM,2,INS,,ROBIE ST FROM SHIRLEY ST TO COGSWELL ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5950080819999,44.639508162,9563050,TRE132032,TRE132032,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,6,MM,2,INS,,PRESTON ST FROM PAYZANT AVE TO WATT ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5883118199999,44.6469360720001,9563051,TRE132525,TRE132525,TRE,HRM,,,WOOD,1,ROW,Y,N,FRPE,FRPE,5,MM,2,INS,,BELL RD FROM BELL RD TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586708347,44.6467981280001,9563052,TRE132532,TRE132532,TRE,HRM,,,WOOD,1,ROW,Y,N,UNO,UNO,,M,2,OUT,,BELL RD FROM BELL RD TO ROBIE ST,HRM,LCST,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.596690187,44.640436209,9563053,TRE131946,TRE131946,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,3,MM,2,INS,,LARCH ST FROM JENNINGS ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5839913,44.642754107,9563054,TRE132446,TRE132446,TRE,HRM,,,WOOD,1,ROW,Y,N,QURU,QURU,3,MM,2,INS,,SUMMER ST AT SACKVILLE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5941885239999,44.6390926610001,9563055,TRE132057,TRE132057,TRE,HRM,,,WOOD,1,ROW,Y,N,FRPE,FRPE,2,MM,2,INS,,PAYZANT AVE FROM CHESTNUT ST TO PRESTON ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5871991349999,44.636532324,9563056,TRE132678,TRE132678,TRE,HRM,,,WOOD,1,ROW,Y,Y,UNO,UNO,5,MM,2,OUT,,HENRY ST FROM SOUTH ST TO UNIVERSITY AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/11 03:04:49+00,2020/01/15 03:59:59+00,TPW,XY
-63.5845348789999,44.6433786850001,9563057,TRE132504,TRE132504,TRE,HRM,,,WOOD,1,ROW,Y,N,UNO,UNO,,M,2,OUT,,SUMMER ST,HRM,LCST,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.61223236,44.656257157,9563058,TRE135865,TRE135865,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,OXFORD ST FROM CLOVERDALE RD TO EDGEWOOD AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5838460109999,44.6424941710001,9563059,TRE132450,TRE132450,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,3,MM,2,INS,,SUMMER ST AT SACKVILLE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.595593912,44.640684638,9563060,TRE131930,TRE131930,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,7,MM,2,INS,,PRESTON ST FROM JENNINGS ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586149032,44.649500496,9563061,TRE132226,TRE132226,TRE,HRM,,,WOOD,1,ROW,Y,N,QURU,QURU,1,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5868934649999,44.638035733,9563062,TRE132535,TRE132535,TRE,HRM,,,WOOD,1,ROW,Y,N,ULS,ULS,6,MM,2,INS,,EDWARD ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.589516713,44.647213132,9563063,TRE132335,TRE132335,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,3,MM,2,INS,,BELL RD FROM BELL RD TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.589241187,44.647938197,9563064,TRE132255,TRE132255,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,5,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.591982064,44.6476615730001,9563065,TRE135361,TRE135361,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,4,MM,2,INS,,PARKER ST FROM WINDSOR ST TO WELSFORD ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.590165783,44.6467412900001,9563066,TRE132817,TRE132817,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,2,MM,2,INS,,ROBIE ST FROM COGSWELL ST TO PEPPERELL ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.590583855,44.638239083,9563067,TRE132660,TRE132660,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,LEMARCHANT ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.58642764,44.649421223,9563068,TRE132229,TRE132229,TRE,HRM,,,WOOD,1,ROW,Y,N,UNO,UNO,,M,2,OUT,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCST,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.593393855,44.638941269,9563069,TRE132072,TRE132072,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,CHESTNUT ST FROM COBURG RD TO PAYZANT AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.588340366,44.6357832080001,9563070,TRE132724,TRE132724,TRE,HRM,,,WOOD,1,ROW,Y,N,UNO,UNO,3,MM,2,OUT,,SOUTH ST FROM SEYMOUR ST TO CARTARET ST,HRM,LCST,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.612971218,44.6622378070001,9563071,TRE135638,TRE135638,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,2,MM,2,INS,,KEMPT RD FROM COLUMBUS ST TO COMMISSION ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.585963228,44.6464652770001,9563072,TRE132403,TRE132403,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,5,MM,2,INS,,SUMMER ST FROM SUMMER ST TO BELL RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.587228226,44.6387046720001,9563073,TRE132542,TRE132542,TRE,HRM,,,WOOD,1,ROW,Y,N,GIBI,GIBI,2,MM,2,INS,,EDWARD ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.587562243,44.639367727,9563074,TRE132551,TRE132551,TRE,HRM,,,WOOD,1,ROW,Y,N,ACSA1,ACSA1,2,MM,2,INS,,EDWARD ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.587585581,44.641801032,9563075,TRE132856,TRE132856,TRE,HRM,,,WOOD,1,ROW,Y,N,JUNI,JUNI,1,MM,2,INS,,ROBIE ST FROM BLISS ST TO BINNEY ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.585802477,44.6471636050001,9563076,TRE132401,TRE132401,TRE,HRM,,,WOOD,1,ROW,Y,Y,AM,AM,1,MM,2,INS,,TROLLOPE ST FROM COGSWELL ST TO SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.592733133,44.6484093030001,9563077,TRE135383,TRE135383,TRE,HRM,,,WOOD,1,ROW,Y,N,PIGL1,PIGL1,3,MM,2,INS,,WELSFORD ST FROM PARKER ST TO WINDSOR ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.58337233,44.6415943970001,9563078,TRE132465,TRE132465,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,3,MM,2,INS,,SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.593606493,44.639316889,9563079,TRE132076,TRE132076,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,6,MM,2,INS,,CHESTNUT ST FROM PAYZANT AVE TO WATT ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.58637831,44.6370101740001,9563080,TRE132707,TRE132707,TRE,HRM,,,WOOD,1,ROW,Y,N,PHAM,PHAM,4,MM,2,INS,,EDWARD ST FROM SOUTH ST TO UNIVERSITY AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.589405106,44.6476931980001,9563081,TRE132269,TRE132269,TRE,HRM,,,WOOD,1,ROW,Y,N,CO1,CO1,1,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.585272318,44.644470831,9563082,TRE132505,TRE132505,TRE,HRM,,,WOOD,1,ROW,Y,N,FRPE,FRPE,3,MM,2,INS,,VETERANS MEMORIAL LANE FROM SUMMER ST TO VETERANS MEMORIAL LANE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.599580422,44.6379684780001,9563083,TRE131888,TRE131888,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,4,MM,2,INS,,WAEGWOLTIC AVE FROM CAMBRIDGE ST TO CONNROSE AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.587391865,44.6390496820001,9563084,TRE132545,TRE132545,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,6,MM,2,INS,,EDWARD ST FROM UNIVERSITY AVE TO COBURG RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5859657619999,44.6384357860001,9563085,TRE132592,TRE132592,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,2,MM,2,INS,,ROBIE ST FROM COLLEGE ST TO UNIVERSITY AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.59279982,44.648417716,9563086,TRE135379,TRE135379,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,6,MM,2,INS,,WELSFORD ST FROM PARKER ST TO WINDSOR ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.588709696,44.6298224070001,9563087,TRE132784,TRE132784,TRE,HRM,,,WOOD,1,ROW,Y,N,JUVI,JUVI,5,MM,2,INS,,BELMONT ON THE ARM FROM BELMONT ON THE ARM TO BELMONT ON THE ARM,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.6140182029999,44.6603932370001,9563088,TRE135602,TRE135602,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,6,MM,2,INS,,WINDSOR ST FROM BISON CRES TO HOOD ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5885054359999,44.64842528,9563089,TRE132243,TRE132243,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,5,MM,2,INS,,COGSWELL ST FROM NORTH PARK ST TO ROBIE ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5834932609999,44.6418239170001,9563090,TRE132461,TRE132461,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,3,MM,2,INS,,SUMMER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.599076821,44.638111527,9563091,TRE131891,TRE131891,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,WAEGWOLTIC AVE FROM CAMBRIDGE ST TO CONNROSE AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
