X,Y,OBJECTID,ASSETID,TREEID,ASSETCODE,OWNER,INSTYR,INSTYRCONF,MAT,MATCONF,LOCGEN,HRMINTRST,WIRES,SP_SCIEN,SP_COMM,DBH,SIZE2UNIT,SIZE2CONF,ASSETSTAT,INSTDATE,LOCATION,MAINTBY,FCODE,ADDDATE,MODDATE,SDATE,SOURCE,SACC
-63.590123827,44.6315451560001,9559489,TRE131079,TRE131079,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,BEAUFORT AVE FROM INGLIS ST TO REGINA TERR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586567109,44.634059672,9559490,TRE131233,TRE131233,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,OAKLAND RD FROM ROBIE ST TO WATERLOO ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5894685499999,44.6333808320001,9559491,TRE131156,TRE131156,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,3,MM,2,INS,,OAKLAND RD FROM STUDLEY AVE TO OAKLAND RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5719086129999,44.633808136,9559492,TRE131480,TRE131480,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,5,MM,2,INS,,SOUTH BLAND ST FROM ATLANTIC ST TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.597615506,44.637343521,9559493,TRE130081,TRE130081,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,2,MM,2,INS,,COBURG RD FROM OXFORD ST TO THORNVALE AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5744865349999,44.6350384940001,9559494,TRE131566,TRE131566,TRE,HRM,,,WOOD,1,ROW,Y,N,GIBI,GIBI,2,MM,2,INS,,LUCKNOW ST FROM INGLIS ST TO RHULAND ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.59383001,44.644670111,9559495,TRE130358,TRE130358,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,GARDEN ST FROM LINDEN ST TO SHIRLEY ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.573641401,44.630407216,9559496,TRE130855,TRE130855,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,4,MM,2,INS,,YOUNG AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5748095869999,44.6353880630001,9559497,TRE131520,TRE131520,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,4,MM,2,INS,,LUCKNOW ST FROM INGLIS ST TO RHULAND ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5933502619999,44.6337459490001,9559498,TRE131745,TRE131745,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,3,MM,2,INS,,DALHOUSIE ST FROM BEAUFORT AVE TO SOUTH ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5850270939999,44.6318168270001,9559499,TRE131193,TRE131193,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULS,ULS,5,MM,2,INS,,GREENWOOD AVE FROM ROXTON RD TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.57187494,44.6381052240001,9559500,TRE129836,TRE129836,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,3,MM,2,INS,,KENT ST FROM BARRINGTON ST TO QUEEN ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586786148,44.634124495,9559501,TRE131322,TRE131322,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,OAKLAND RD FROM WATERLOO ST TO BELLEVUE AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.571203171,44.6391607740001,9559502,TRE129849,TRE129849,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,7,MM,2,INS,,TOBIN ST FROM BARRINGTON ST TO QUEEN ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5791453159999,44.6276572560001,9559503,TRE131047,TRE131047,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,4,MM,2,INS,,PINE HILL CRES FROM PINE HILL DR TO PINE HILL DR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5974259879999,44.63938052,9559504,TRE131810,TRE131810,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,4,MM,2,INS,,OXFORD ST FROM WAEGWOLTIC AVE TO JENNINGS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.592768302,44.642581663,9559505,TRE130377,TRE130377,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,5,MM,2,INS,,GARDEN ST FROM JUBILEE RD TO CEDAR ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.590073449,44.642103051,9559506,TRE130589,TRE130589,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,6,MM,2,INS,,HENRY ST FROM BINNEY ST TO JUBILEE RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.591546332,44.6328906910001,9559507,TRE131141,TRE131141,TRE,HRM,,,WOOD,1,ROW,Y,N,PLAC,PLAC,3,MM,2,INS,,OAKLAND RD FROM STUDLEY AVE TO OAKLAND RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.580179427,44.6289166610001,9559508,TRE130928,TRE130928,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,ROGERS DR FROM BOWER RD TO END,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.585358679,44.6343469930001,9559509,TRE131239,TRE131239,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,4,MM,2,INS,,OAKLAND RD FROM ROBIE ST TO WATERLOO ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.584632786,44.630907064,9559510,TRE131198,TRE131198,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULS,ULS,5,MM,2,INS,,GREENWOOD AVE FROM ROXTON RD TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.571809932,44.63391598,9559511,TRE131463,TRE131463,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,3,MM,2,INS,,SOUTH BLAND ST FROM ATLANTIC ST TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5972778949999,44.6387038350001,9559512,TRE131787,TRE131787,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,6,MM,2,INS,,OXFORD ST FROM WAEGWOLTIC AVE TO JENNINGS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5727527669999,44.631091908,9559513,TRE131423,TRE131423,TRE,HRM,,,WOOD,1,ROW,Y,Y,GIBI,GIBI,2,MM,2,INS,,MCLEAN ST FROM END TO BLUE WILLOW CRT,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586967148,44.63193218,9559514,TRE131063,TRE131063,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,3,MM,2,INS,,INGLIS ST FROM BELLEVUE AVE TO RITCHIE DR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.575153831,44.622371168,9559515,TRE131002,TRE131002,TRE,HRM,,,WOOD,1,ROW,Y,N,QURU,QURU,5,MM,2,INS,,BALMORAL RD FROM CROWS NEST DR TO CHAIN ROCK DR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.585071527,44.631563821,9559516,TRE131219,TRE131219,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,4,MM,2,INS,,GREENWOOD AVE FROM ROXTON RD TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.574454159,44.634506947,9559517,TRE131445,TRE131445,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,6,MM,2,INS,,MCLEAN ST FROM ATLANTIC ST TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5898895189999,44.63435594,9559518,TRE131262,TRE131262,TRE,HRM,,,WOOD,1,ROW,Y,N,ULS,ULS,6,MM,2,INS,,STUDLEY AVE FROM OAKLAND RD TO MURRAY PL,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5900039759999,44.6332543510001,9559519,TRE131152,TRE131152,TRE,HRM,,,WOOD,1,ROW,Y,N,FRPE,FRPE,1,MM,2,INS,,OAKLAND RD FROM STUDLEY AVE TO OAKLAND RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5868917559999,44.6348013310001,9559520,TRE131315,TRE131315,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,4,MM,2,INS,,WATERLOO ST FROM OAKLAND RD TO FRASER ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.573223399,44.6342819340001,9559521,TRE131490,TRE131490,TRE,HRM,,,WOOD,1,ROW,Y,N,ACRU,ACRU,2,MM,2,INS,,BRUSSELS ST FROM ATLANTIC ST TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.598041219,44.6373078620001,9559522,TRE131772,TRE131772,TRE,HRM,,,WOOD,1,ROW,Y,Y,GIBI,GIBI,1,MM,2,INS,,COBURG RD FROM OXFORD ST TO THORNVALE AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.573181327,44.63295802,9559523,TRE131512,TRE131512,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,3,MM,2,INS,,ATLANTIC ST FROM BRUSSELS ST TO MCLEAN ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5897039119999,44.633945393,9559524,TRE131257,TRE131257,TRE,HRM,,,WOOD,1,ROW,Y,N,ULS,ULS,5,MM,2,INS,,STUDLEY AVE FROM OAKLAND RD TO MURRAY PL,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.579017311,44.6275783660001,9559525,TRE131040,TRE131040,TRE,HRM,,,WOOD,1,ROW,Y,N,BEPA,BEPA,2,MM,2,INS,,PINE HILL CRES FROM PINE HILL DR TO PINE HILL DR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.572095937,44.6344414980001,9559526,TRE131464,TRE131464,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,4,MM,2,INS,,SOUTH BLAND ST FROM ATLANTIC ST TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.589724899,44.6323869140001,9559527,TRE131123,TRE131123,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,2,MM,2,INS,,REGINA TERR FROM BELLEVUE AVE TO BEAUFORT AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.593161429,44.633293542,9559528,TRE131748,TRE131748,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,DALHOUSIE ST FROM BEAUFORT AVE TO SOUTH ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5838150119999,44.629007003,9559529,TRE131181,TRE131181,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULS,ULS,5,MM,2,INS,,GREENWOOD AVE TO END,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5896484579999,44.631337208,9559530,TRE131078,TRE131078,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,3,MM,2,INS,,BEAUFORT AVE FROM INGLIS ST TO REGINA TERR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.576030953,44.63520765,9559531,TRE131532,TRE131532,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,5,MM,2,INS,,RHULAND ST FROM LUCKNOW ST TO SOUTH PARK ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.593304427,44.6436470570001,9559532,TRE130368,TRE130368,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,5,MM,2,INS,,GARDEN ST FROM CEDAR ST TO LINDEN ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5891019599999,44.639947023,9559533,TRE130609,TRE130609,TRE,HRM,,,WOOD,1,ROW,Y,Y,TI,TI,5,MM,2,INS,,HENRY ST FROM COBURG RD TO BLISS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5847399319999,44.6346025620001,9559534,TRE131246,TRE131246,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,5,MM,2,INS,,OAKLAND RD FROM ROBIE ST TO WATERLOO ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5928741009999,44.6427946090001,9559535,TRE130376,TRE130376,TRE,HRM,,,WOOD,1,ROW,Y,Y,ULAM,ULAM,7,MM,2,INS,,GARDEN ST FROM JUBILEE RD TO CEDAR ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.579898156,44.6357347530001,9559536,TRE131727,TRE131727,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,3,MM,2,INS,,WELLINGTON ST FROM LUNDYS LANE TO TOWER TERR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.584668977,44.635463966,9559537,TRE131297,TRE131297,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,3,MM,2,INS,,FRASER ST FROM ROBIE ST TO DAVIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.574617453,44.635324182,9559538,TRE131564,TRE131564,TRE,HRM,,,WOOD,1,ROW,Y,N,TI,TI,5,MM,2,INS,,LUCKNOW ST FROM INGLIS ST TO RHULAND ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.58557461,44.629769196,9559539,TRE131118,TRE131118,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACRU,ACRU,4,MM,2,INS,,BELLEVUE AVE FROM BEAUFORT AVE TO ROXTON RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.589788138,44.634698933,9559540,TRE131277,TRE131277,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,MURRAY PL FROM CARTARET ST TO STUDLEY AVE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.596089514,44.6378796480001,9559541,TRE131821,TRE131821,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,1,MM,2,INS,,COBURG RD FROM LARCH ST TO OXFORD ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5725155,44.634826344,9559542,TRE131470,TRE131470,TRE,HRM,,,WOOD,1,ROW,Y,Y,AECA,AECA,5,MM,2,INS,,SOUTH BLAND ST FROM ATLANTIC ST TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5755936739999,44.6352066040001,9559543,TRE131526,TRE131526,TRE,HRM,,,WOOD,1,ROW,Y,N,ULAM,ULAM,5,MM,2,INS,,RHULAND ST FROM LUCKNOW ST TO SOUTH PARK ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5791190109999,44.6290538490001,9559544,TRE130933,TRE130933,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,4,MM,2,INS,,ROGERS DR FROM BOWER RD TO END,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.575388389,44.624162643,9559545,TRE131022,TRE131022,TRE,HRM,,,WOOD,1,ROW,Y,N,ACRU,ACRU,4,MM,2,INS,,INGLEWOOD DR FROM FRANCKLYN ST TO END,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.57627207,44.6298577220001,9559546,TRE130906,TRE130906,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,2,MM,2,INS,,HARRINGTON DR FROM BRIDGES ST TO TOWER RD,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.575138168,44.6232727140001,9559547,TRE131004,TRE131004,TRE,HRM,,,WOOD,1,ROW,Y,N,ACRU,ACRU,5,MM,2,INS,,BALMORAL RD FROM CROWS NEST DR TO CHAIN ROCK DR,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.5794495059999,44.63481998,9559548,TRE131719,TRE131719,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,6,MM,2,INS,,WELLINGTON ST FROM INGLIS ST TO LUNDYS LANE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.580168371,44.6275013630001,9559549,TRE131034,TRE131034,TRE,HRM,,,WOOD,1,ROW,Y,Y,ACPL,ACPL,4,MM,2,INS,,PINE HILL DR FROM PINE HILL CRES TO FERNWOOD LANE,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
-63.586929418,44.63044648,9559550,TRE131049,TRE131049,TRE,HRM,,,WOOD,1,ROW,Y,N,ACPL,ACPL,5,MM,2,INS,,RITCHIE DR FROM BEAUFORT AVE TO INGLIS ST,HRM,LCTS,2020/06/10 19:15:55+00,2020/06/10 19:15:55+00,2020/01/15 03:59:59+00,TPW,XY
