CMANAME,date,count,mean,median,max,min,stdDev
Halifax,2024-06-14T14:54:31.448,1117190,21.1553150750499,20.874740404250968,40.71967094269439,1.7782860570776506,4.778758427099471
Halifax,2024-08-17T14:55:07.809,1101895,27.37583668354808,26.37318153240731,48.373242405811936,15.867727819172842,3.170327365709889
Halifax,2024-06-05T15:00:16.963,12737,20.96613685725094,20.96960845862354,25.241423455903373,15.67629344186048,1.1959745668915724
Halifax,2024-06-21T15:00:25.477,16021,24.454947250625523,24.454034203863017,29.064080208545874,21.468807734818938,0.9897014304132068
Halifax,2024-08-08T15:00:44.879,25117,24.546316060762816,24.4847791253584,29.326356749257343,22.857350146484407,0.7080806644916865
Halifax,2024-08-24T15:00:57.371,11570,23.86943241090552,23.859399261629054,26.54275665596049,22.298437589518244,0.5407785179258034
Halifax,2024-06-05T15:00:40.845,418338,24.20764780153356,23.3116757166825,40.1386144854165,12.25626986120983,3.7673213914651393
Halifax,2024-06-21T15:00:49.368,498881,27.82646543299796,26.373545722062087,46.29320336699436,12.581220459519443,3.9609108326432123
Halifax,2024-08-08T15:01:08.757,521827,26.919254368184575,25.122459692375156,46.5591046751332,14.324705406432713,3.8003040625444706
Halifax,2024-08-24T15:01:21.258,506600,27.466703366315862,26.186509193194834,43.38325775518774,12.405699565708915,3.2541879776739693
Montreal,2024-06-15T15:37:24.587,277343,29.237938495411637,30.063300262885182,43.38177313338076,11.677016378140479,3.703525057979285
Montreal,2024-07-01T15:37:34.060,300015,34.558464720200476,35.312357536633954,50.26411870039226,18.676118608811294,3.873681693076508
Montreal,2024-08-02T15:37:52.727,202885,31.930146161980716,31.686020022205216,47.3614458744982,18.879506391428947,3.3082854082617223
Montreal,2024-06-15T15:37:48.470,158188,29.31018341726528,30.06257678708877,43.39416929424681,12.070995610894101,3.831588633683897
Montreal,2024-07-01T15:37:57.943,171331,34.47622002953925,35.127189890552025,50.277965637201305,17.574479816034113,4.019009349428426
Montreal,2024-08-02T15:38:16.618,85368,30.71863490876704,30.81270936959256,40.38482270560269,18.882925654864096,2.8622176068346565
Montreal,2024-07-08T15:43:50.011,82705,27.476133809668386,28.625333723733757,42.43794302988488,0.8918568661073891,5.025036835003737
Ottawa,2024-07-08T15:43:50.011,25741,16.943081074678236,18.311060633358878,26.451715175142,-5.17846125016024,5.2974298945994835
Montreal,2024-07-24T15:44:04.449,216059,30.524816736320794,31.438055998212036,42.69848155572129,12.245669394961737,3.891439753397339
Ottawa,2024-07-24T15:44:04.449,202766,19.425813882899636,19.43683645745025,26.631872186918486,4.583990520629243,2.689235344630166
Montreal,2024-08-25T15:44:12.924,97097,27.929288701795524,28.187313488941545,40.34664172914904,12.081814575565318,2.426513630990081
Ottawa,2024-08-25T15:44:12.924,786053,27.427926564421497,26.061493484291677,44.01971753219948,15.521909226296202,3.4941839353824036
Ottawa,2024-07-08T15:44:13.894,245802,16.736381424398616,16.876220953728584,30.78813127067008,-17.522068486628882,4.248036132871625
Ottawa,2024-07-24T15:44:28.336,457492,21.417875013793815,21.43755416692532,33.06208286484372,8.314447644457061,1.9946011685938
Ottawa,2024-08-25T15:44:36.815,2279014,26.859535375132964,25.68635661437193,44.59422223806325,14.847665602928828,3.066143979187313
Ottawa,2024-06-13T15:49:43.688,1530373,26.023861968361786,25.873310632271316,46.15048508190608,-11.033556710076766,4.610056646974933
Ottawa,2024-07-15T15:50:07.784,2507577,27.941380840670185,27.372646998048946,46.85713650737341,12.71339020848211,3.054032987752311
Ottawa,2024-07-31T15:50:15.216,1865,18.273066174956625,18.592649373798203,21.20570459510992,9.512826244289215,1.618115469819008
Ottawa,2024-08-16T15:50:20.294,3059702,28.80877772177521,27.93679567347692,48.571736773691725,23.70665657132855,2.674780251837981
Ottawa,2024-06-13T15:50:07.583,1182582,26.80361912277781,26.624440275626192,46.171495008214436,-8.408625430264635,4.445793006689347
Ottawa,2024-07-15T15:50:31.666,1735312,27.851776160549235,27.311977154070085,45.308003284059566,15.424564692915624,2.7425893358844746
Ottawa,2024-07-31T15:50:39.103,1118,18.633208101420525,18.84564543727041,21.215045758540782,12.431925221639176,1.4436948082158385
Ottawa,2024-08-16T15:50:44.177,2365053,28.718565911334952,27.936473176155474,48.43162208391669,23.937058891650963,2.463782657621566
Toronto,2024-06-04T15:56:41.855,52809,17.561788187052628,17.813371645006953,27.579878926326046,6.400142321537146,2.8520131057060483
Toronto,2024-06-20T15:56:49.865,472760,33.654982057927846,34.31306060712883,44.46047482864299,17.631239355934838,3.4117498251807254
Toronto,2024-07-06T15:56:57.999,245068,32.87040062129038,33.62590304289182,43.316995914855795,9.535342201209176,3.623563407747457
Toronto,2024-07-22T15:57:13.060,508931,35.10074131457519,35.6879819283389,49.97186194702516,21.365247331222406,3.8762346055200316
Toronto,2024-08-07T15:57:08.729,454686,31.529553562398647,32.187974657862746,40.85527362131961,17.12059064571497,2.980798857670222
Toronto,2024-08-23T15:57:22.585,254220,28.26485563414461,28.624998966911956,40.7568374621012,-1.3826761910714822,3.5426198435593443
Toronto,2024-06-11T16:02:28.361,19318,23.925478770384963,24.188427672671853,31.892326847020342,10.592995387165502,2.457991069348207
Toronto,2024-06-27T16:02:40.968,237336,27.93326263239353,28.438477893908047,40.30918293913777,9.427978603047109,3.3166058541249175
Toronto,2024-07-13T16:02:50.318,391560,36.14064442963646,36.68770300269947,48.71956493027642,20.688853812932223,3.5993519797761695
Toronto,2024-07-29T16:03:01.185,415222,38.96705221978094,39.43793898057385,56.606741023224856,25.829586294584885,4.238594562206353
