CMANAME,date,count,mean,median,max,min,stdDev
Vancouver,2024-07-20T20:41:32,195,-5.438573590882751E-4,-7.720735751198034E-4,0.0011002136161546226,-9.768500458466685E-4,4.3506988611788475E-4
Halifax,2024-07-21T15:17:58,321,5.889742940642711E-4,8.122173601493494E-4,0.0018863310773779023,-8.60925841827047E-4,8.090290953999325E-4
Halifax,2024-07-21T16:59:28,795,1.4979398518658022E-4,1.1632616571596063E-4,0.0010043201036758174,-7.572003523826708E-4,3.7564491356195635E-4
Montreal,2024-07-21T16:59:28,275,1.3047843290275304E-4,5.886769004218397E-5,0.0018278167117386634,-8.946416783152711E-4,5.02958563977543E-4
Ottawa,2024-07-21T16:59:28,2499,5.761417860390187E-5,8.215498726267298E-6,0.0016320300055678977,-9.646768533852345E-4,5.447781080555249E-4
Calgary,2024-07-21T20:22:28,47,6.039629295268692E-6,1.3612153452407866E-5,1.2224990369896795E-4,-7.673162956026673E-5,3.5869861325812226E-5
Halifax,2024-07-22T16:40:22,1430,-7.477359987296751E-5,-8.760533257642355E-5,7.912381552165226E-4,-8.550477796240069E-4,3.7535780281536057E-4
Montreal,2024-07-22T16:40:22,216,2.3306218855103733E-4,7.887874516156432E-5,0.001149692651555207,-6.519527523782861E-4,5.075487375705399E-4
Ottawa,2024-07-22T16:40:22,3292,4.226156518654598E-5,-2.0517647274485973E-5,0.0013974658829143303,-9.365382138646126E-4,4.790823681828035E-4
Toronto,2024-07-22T16:40:22,295,-7.649072178871336E-5,-3.7668354007374327E-4,9.940322488553204E-4,-9.271190274679454E-4,6.825794832956256E-4
Montreal,2024-07-22T18:21:52,74,2.875895753836033E-4,1.25745122204535E-4,0.0027749330989703656,-3.357685054654701E-4,7.394149356809149E-4
Ottawa,2024-07-22T18:21:52,2726,3.702624085512847E-5,-2.720540977139086E-5,0.001650332589633065,-9.762304252954633E-4,5.704924631415114E-4
Toronto,2024-07-22T18:21:52,169,-7.623256235404497E-5,-2.836072456005043E-4,9.325470891790461E-4,-6.02790387347755E-4,4.979430732053289E-4
Calgary,2024-07-22T20:03:22,498,-8.637102122355677E-5,-1.327995132061154E-4,5.752750439575608E-4,-7.273968076324514E-4,2.327684845547818E-4
Montreal,2024-07-23T16:21:18,403,8.218162211935071E-5,1.8217176918148383E-5,7.800256134947536E-4,-8.038653734793056E-4,4.199040667560578E-4
Ottawa,2024-07-23T16:21:18,1932,-1.0315540011289259E-4,-1.9033064680365166E-4,0.0015711837913856695,-9.943274781114737E-4,6.582281673349147E-4
Montreal,2024-07-23T18:02:47,131,4.248395709031747E-4,5.888974410481624E-4,8.417630451739787E-4,-2.2513764270115123E-4,2.961949420034647E-4
Ottawa,2024-07-23T18:02:47,1595,1.8046188361214823E-5,2.5477384814206704E-5,0.0013524682726724537,-8.609178476041514E-4,5.397854865250641E-4
Toronto,2024-07-23T18:02:47,794,2.7652303978219253E-5,1.3780770307177711E-5,8.856196072886453E-4,-9.525376954122476E-4,4.3148678162065434E-4
Calgary,2024-07-23T19:44:16,1217,-1.6633769969006407E-4,-2.3390821048939705E-4,0.0010967100970458985,-9.849021444107869E-4,4.240822262879894E-4
Vancouver,2024-07-23T19:44:16,195,5.471668653317408E-4,5.980942209282823E-4,0.001600036164747428,-3.9013294735965823E-4,4.886843458755777E-4
Halifax,2024-07-24T16:02:12,798,-8.071727375989353E-5,-1.4145867431045005E-4,6.891181110409169E-4,-7.972951279958603E-4,2.828585654131513E-4
Calgary,2024-07-24T19:25:11,961,-1.6808967719839167E-4,-2.5878683598623363E-4,8.05467949249726E-4,-9.351919288763824E-4,4.631291168142211E-4
Vancouver,2024-07-24T19:25:11,21,0.0017291944714373372,0.0013688162672139163,0.0021364253871177024,0.001368816213136515,3.7781827884995325E-4
Vancouver,2024-07-24T21:06:41,24,4.4680525845569585E-4,1.7788619760467013E-4,0.00242174090818006,-7.550074589974175E-4,0.001385507155877009
Halifax,2024-07-25T15:43:07,175,1.275114435853256E-4,7.157156755311393E-5,4.358130360763054E-4,-2.7228437791926936E-4,2.012429233303871E-4
Toronto,2024-07-25T17:24:36,90,7.002490784850688E-4,8.582201065069841E-4,0.0012607957469308103,-7.810832127603679E-5,4.132041969326228E-4
Winnipeg,2024-07-25T19:06:06,555,1.778704428982665E-4,8.582300538147156E-5,9.851451031870461E-4,-6.364837172443016E-4,4.589486003005419E-4
Vancouver,2024-07-25T20:47:35,141,1.3431070602549839E-5,-1.292476075978247E-4,5.748374624495814E-4,-7.224064902399405E-4,2.87861156468762E-4
Halifax,2024-07-26T17:05:30,381,1.2939169554003659E-4,1.1678861899393759E-4,7.735338876960529E-4,-5.655099418491942E-4,4.172151804503744E-4
Montreal,2024-07-26T17:05:30,38,5.957743025742562E-5,1.864950900198683E-4,7.121568196450142E-4,-7.519167847938892E-4,4.5671390424687885E-4
Ottawa,2024-07-26T17:05:30,3167,-1.5857540126979538E-6,-7.146873845407607E-5,0.0017741133924585855,-9.942837059504668E-4,5.378413609777701E-4
Toronto,2024-07-26T17:05:30,799,1.8177636096040274E-4,1.4390515435140928E-4,0.0015555392019466195,-7.105790427890835E-4,5.16708332474925E-4
Halifax,2024-07-27T16:46:25,405,-6.093377324154678E-5,-2.790978034537049E-4,0.00133912789169791,-8.937252787944809E-4,6.014391901221361E-4
Winnipeg,2024-07-27T18:27:55,794,-1.349991602745213E-4,-1.253031221447213E-4,9.073551045736947E-4,-7.18252558727024E-4,3.5910210908042067E-4
Vancouver,2024-07-27T20:09:24,184,1.9518547005996885E-4,3.223049031795554E-4,0.0018308031707561048,-8.739571203487182E-4,8.195713678126171E-4
Halifax,2024-07-28T16:27:18,1397,1.878499740755581E-4,1.5862778600909548E-4,0.0012788119493061154,-9.898871655382628E-4,4.70073254702586E-4
Montreal,2024-07-28T16:27:18,384,-1.6872334844647395E-4,-4.0190894215183076E-4,0.0017480045628492362,-8.1989652244456E-4,6.536437867812801E-4
Ottawa,2024-07-28T16:27:18,12,-4.726436214153032E-4,-4.675680829680945E-4,-4.675680829675754E-4,-4.957550315434014E-4,7.845498336410759E-6
Toronto,2024-07-28T16:27:18,1,-6.722284560955319E-4,-6.722284560955319E-4,-6.722284560955319E-4,-6.722284560955319E-4,0.0
Montreal,2024-07-28T18:08:49,23,6.086489226902255E-5,-4.627045709637831E-4,0.0011998940853783831,-4.6270457096429687E-4,6.482760091276244E-4
Toronto,2024-07-28T18:08:49,765,3.3131606786970314E-4,2.872566411659998E-4,0.0013267779722818912,-8.028649608612625E-4,5.252045717349693E-4
